anno;CCIAA;codice_provincia;provincia;codice_comune;comune;natura_giuridica;sezione;settore_attivita;registrate;attive;;;
2014;AR;51;AREZZO;51017;CORTONA;DITTE INDIVIDUALI;S;ALTRE ATTIVITË DI SERVIZI;89;89;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;n;Non indicato;14;0;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;A;AGRICOLTURA, SILVICOLTURA E PESCA;5;4;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;C;ATTIVITË MANIFATTURIERE;18;12;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;F;COSTRUZIONI;20;18;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";44;36;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;H;TRASPORTO E MAGAZZINAGGIO;3;2;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;32;27;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;6;5;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;K;ATTIVITË FINANZIARIE E ASSICURATIVE;2;2;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;L;ATTIVITË IMMOBILIARI;16;14;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;8;5;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;7;6;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;P;ISTRUZIONE;1;1;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;9;8;;;
2014;AR;51;AREZZO;51017;CORTONA;NON INDICATA;S;ALTRE ATTIVITË DI SERVIZI;2;2;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;n;Non indicato;46;0;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;10;9;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;C;ATTIVITË MANIFATTURIERE;66;52;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;F;COSTRUZIONI;84;68;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";89;78;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;7;6;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;49;38;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;10;9;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;K;ATTIVITË FINANZIARIE E ASSICURATIVE;2;2;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;L;ATTIVITË IMMOBILIARI;44;39;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;15;14;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;12;12;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;Q;SANITË E ASSISTENZA SOCIALE;2;2;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;10;8;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI CAPITALE;S;ALTRE ATTIVITË DI SERVIZI;5;5;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;n;Non indicato;15;0;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;76;75;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;C;ATTIVITË MANIFATTURIERE;54;47;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;E;"FORNITURA DI ACQUA; RETI FOGNARIE";2;2;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;F;COSTRUZIONI;47;41;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";68;62;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;4;3;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;50;44;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;K;ATTIVITË FINANZIARIE E ASSICURATIVE;2;2;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;L;ATTIVITË IMMOBILIARI;15;14;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;3;3;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;5;5;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;Q;SANITË E ASSISTENZA SOCIALE;1;1;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;5;5;;;
2014;AR;51;AREZZO;51017;CORTONA;SOCIETË DI PERSONE;S;ALTRE ATTIVITË DI SERVIZI;13;12;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;ALTRE FORME;n;Non indicato;1;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;ALTRE FORME;C;ATTIVITË MANIFATTURIERE;2;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;ALTRE FORME;F;COSTRUZIONI;2;2;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;1;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;ALTRE FORME;S;ALTRE ATTIVITË DI SERVIZI;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;n;Non indicato;18;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;183;183;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;C;ATTIVITË MANIFATTURIERE;67;65;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;F;COSTRUZIONI;125;121;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";173;170;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;15;12;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;26;26;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;6;5;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;K;ATTIVITË FINANZIARIE E ASSICURATIVE;6;6;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;L;ATTIVITË IMMOBILIARI;9;8;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;10;10;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;7;7;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;Q;SANITË E ASSISTENZA SOCIALE;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;4;4;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;DITTE INDIVIDUALI;S;ALTRE ATTIVITË DI SERVIZI;36;35;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;n;Non indicato;6;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;C;ATTIVITË MANIFATTURIERE;11;9;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;D;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;F;COSTRUZIONI;5;4;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";12;9;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;H;TRASPORTO E MAGAZZINAGGIO;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;12;11;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;K;ATTIVITË FINANZIARIE E ASSICURATIVE;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;L;ATTIVITË IMMOBILIARI;6;6;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;2;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;NON INDICATA;S;ALTRE ATTIVITË DI SERVIZI;2;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;n;Non indicato;20;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;C;ATTIVITË MANIFATTURIERE;45;33;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;D;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;2;2;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;F;COSTRUZIONI;27;19;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";37;21;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;10;10;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;13;9;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;6;6;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;L;ATTIVITË IMMOBILIARI;28;26;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;6;6;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;P;ISTRUZIONE;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;Q;SANITË E ASSISTENZA SOCIALE;2;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI CAPITALE;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;5;3;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;n;Non indicato;5;0;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;14;14;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;C;ATTIVITË MANIFATTURIERE;31;27;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;F;COSTRUZIONI;21;15;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";39;34;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;7;6;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;21;15;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;L;ATTIVITË IMMOBILIARI;17;16;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;3;2;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;P;ISTRUZIONE;2;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;2;1;;;
2014;AR;51;AREZZO;51018;FOIANO DELLA CHIANA;SOCIETË DI PERSONE;S;ALTRE ATTIVITË DI SERVIZI;7;7;;;
2014;AR;51;AREZZO;51019;LATERINA;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;ALTRE FORME;Q;SANITË E ASSISTENZA SOCIALE;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;n;Non indicato;6;0;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;41;41;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;B;ESTRAZIONE DI MINERALI DA CAVE E MINIERE;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;C;ATTIVITË MANIFATTURIERE;27;25;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;F;COSTRUZIONI;32;32;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";50;49;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;4;4;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;5;5;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;K;ATTIVITË FINANZIARIE E ASSICURATIVE;3;3;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;L;ATTIVITË IMMOBILIARI;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;2;2;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;5;5;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;P;ISTRUZIONE;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;DITTE INDIVIDUALI;S;ALTRE ATTIVITË DI SERVIZI;5;5;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;n;Non indicato;2;0;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;C;ATTIVITË MANIFATTURIERE;4;3;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;F;COSTRUZIONI;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";2;1;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;3;0;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;L;ATTIVITË IMMOBILIARI;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;NON INDICATA;S;ALTRE ATTIVITË DI SERVIZI;2;2;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;n;Non indicato;2;0;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;C;ATTIVITË MANIFATTURIERE;44;36;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;F;COSTRUZIONI;5;4;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";4;4;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;2;2;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;L;ATTIVITË IMMOBILIARI;9;6;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;2;2;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;0;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI CAPITALE;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;6;6;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;C;ATTIVITË MANIFATTURIERE;18;17;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;F;COSTRUZIONI;7;6;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";11;9;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;12;9;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;L;ATTIVITË IMMOBILIARI;2;2;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;2;2;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;1;0;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;;
2014;AR;51;AREZZO;51019;LATERINA;SOCIETË DI PERSONE;S;ALTRE ATTIVITË DI SERVIZI;3;3;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;ALTRE FORME;C;ATTIVITË MANIFATTURIERE;1;0;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;ALTRE FORME;H;TRASPORTO E MAGAZZINAGGIO;1;1;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;ALTRE FORME;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;1;1;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;ALTRE FORME;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;0;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;1;0;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;n;Non indicato;3;0;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;122;122;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;C;ATTIVITË MANIFATTURIERE;39;39;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;F;COSTRUZIONI;68;67;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";89;86;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;3;3;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;I;ATTIVITË DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;9;9;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;3;3;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;K;ATTIVITË FINANZIARIE E ASSICURATIVE;10;10;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;L;ATTIVITË IMMOBILIARI;3;3;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;M;ATTIVITË PROFESSIONALI, SCIENTIFICHE E TECNICHE;2;2;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;9;9;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;P;ISTRUZIONE;3;3;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;R;ATTIVITË ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;4;4;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;DITTE INDIVIDUALI;S;ALTRE ATTIVITË DI SERVIZI;18;18;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;NON INDICATA;n;Non indicato;2;0;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;NON INDICATA;A;AGRICOLTURA, SILVICOLTURA E PESCA;2;2;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;NON INDICATA;C;ATTIVITË MANIFATTURIERE;8;7;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;NON INDICATA;D;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;1;1;;;
2014;AR;51;AREZZO;51020;LORO CIUFFENNA;NON INDICATA;F;COSTRUZIONI;3;2;;;
